Day,NEAR,EUR
98,18.049999,93.720039,
98,9.500000,49.326336,
98,7.600000,32.992580,
98,11.400000,49.488873,
98,12.350000,53.612946,
98,0.950000,4.124073,
98,5.700000,28.673983,
98,7.600000,38.231979,
98,3.800000,19.768475,
98,8.550000,44.479065,
98,1.900000,9.884237,
98,14.250000,74.131775,
98,14.250000,74.131775,
98,3.800000,21.127512,
98,6.650000,36.973145,
98,14.250000,79.228172,
98,5.700000,31.691267,
98,8.550000,47.536900,
98,15.200000,84.510048,
98,1.900000,9.051095,
98,3.800000,18.243948,
98,2.850000,13.682961,
98,5.700000,32.155815,
98,10.450000,58.952328,
99,18.049999,104.500000,
99,9.500000,55.000000,
99,6.650000,34.315350,
99,4.750000,22.309826,
99,5.700000,26.771791,
99,9.500000,54.496471,
99,1.900000,10.899294,
99,15.200000,76.383247,
99,8.550000,46.173775,
99,7.600000,41.043358,
99,11.400000,61.565033,
99,11.400000,61.565033,
99,18.049999,101.920746,
99,15.200000,85.827995,
99,4.750000,26.821249,
99,6.650000,37.549747,
99,13.300000,75.099495,
99,1.900000,10.294712,
99,18.049999,97.799759,
99,5.700000,30.884134,
99,8.550000,46.326199,
99,12.350000,66.915627,
99,14.250000,70.865044,
99,4.750000,23.621681,
99,12.350000,61.416374,
99,8.550000,42.519028,
99,12.350000,61.416374,
99,4.750000,25.563057,
99,13.300000,71.576561,
99,16.150000,86.914398,
99,4.750000,25.563057,
99,8.550000,46.013500,
99,12.350000,70.144966,
99,17.100000,97.123795,
99,5.700000,32.374599,
99,2.850000,16.187300,
99,9.500000,53.957668,
99,7.600000,43.166134,
99,11.400000,64.749199,
99,12.350000,70.144966,
99,5.700000,27.193655,
99,10.450000,49.855034,
99,7.600000,36.258205,
99,4.750000,22.661379,
99,3.800000,18.129103,
99,4.750000,22.661379,
99,6.650000,33.403736,
99,9.500000,47.719624,
99,12.350000,62.035511,
99,7.600000,38.175701,
99,6.650000,33.403736,
99,17.100000,92.601906,
99,4.750000,25.722754,
99,7.600000,41.156406,
99,19.000000,105.191483,
99,7.600000,42.076595,
99,13.300000,73.634041,
99,2.850000,16.348995,
99,0.950000,5.449666,
99,10.450000,59.946320,
99,4.750000,27.248327,
99,12.350000,53.009148,
100,7.600000,44.000000,
100,5.700000,27.283407,
100,4.750000,24.658543,
100,7.600000,39.453667,
100,7.600000,39.453667,
100,8.550000,44.385372,
100,3.800000,19.726833,
100,1.900000,8.152409,
100,14.250000,61.143066,
100,2.850000,14.950448,
100,9.500000,49.834827,
100,10.450000,54.818314,
100,7.600000,39.867863,
100,0.950000,4.384259,
100,10.450000,52.495094,
100,17.100000,85.901062,
100,23.750000,119.307030,
100,7.600000,38.178253,
100,8.550000,47.879730,
100,16.150000,90.439499,
100,15.200000,85.119530,
100,1.900000,10.639941,
100,14.250000,79.799553,
100,12.350000,71.417023,
100,2.850000,16.480850,
100,10.450000,60.429790,
100,12.350000,71.417023,
100,4.750000,27.468086,
100,8.550000,49.442551,
100,18.049999,104.378723,
100,2.850000,16.480850,
100,12.350000,71.417023,
100,8.550000,44.790035,
100,16.150000,84.603409,
100,10.450000,54.743382,
100,8.550000,44.790035,
100,12.350000,64.696724,
100,15.200000,79.626732,
100,9.500000,49.766708,
100,8.550000,44.790035,
100,7.600000,39.813366,
100,4.750000,25.259310,
100,6.650000,35.363033,
100,0.000000,0.000000,
100,3.800000,20.591702,
100,7.600000,41.183403,
100,12.350000,59.485584,
100,18.049999,103.702217,
100,1.900000,10.916023,
100,5.700000,32.748070,
100,6.650000,38.206081,
100,14.250000,81.870171,
100,18.049999,103.702217,
100,9.500000,54.580116,
100,18.049999,103.702217,
100,7.600000,40.557835,
100,7.600000,40.557835,
100,8.550000,46.709480,
100,3.800000,20.759771,
100,6.650000,38.066097,
101,4.750000,20.921804,
101,15.200000,67.999870,
101,10.450000,48.991688,
101,12.350000,65.454849,
101,6.650000,35.244915,
101,8.550000,45.314892,
101,12.350000,65.454849,
101,7.600000,40.279907,
101,7.600000,40.279907,
101,11.400000,62.914688,
101,9.500000,52.428909,
101,1.900000,10.485782,
101,12.350000,68.157585,
101,6.650000,36.700233,
101,10.450000,48.889366,
101,2.850000,13.333463,
101,1.900000,8.888976,
101,8.550000,40.000389,
101,4.750000,22.222439,
101,4.750000,25.727484,
101,15.200000,82.327950,
101,4.750000,25.727484,
101,14.250000,77.182449,
101,13.300000,72.036957,
101,8.550000,46.309471,
101,1.900000,10.290994,
101,12.350000,66.891457,
101,9.500000,51.662449,
101,7.600000,41.329960,
101,5.700000,30.997469,
101,9.500000,51.662449,
101,13.300000,72.327423,
101,7.600000,41.329960,
101,8.550000,46.496201,
101,9.500000,51.662449,
101,1.900000,10.332490,
101,5.700000,30.997469,
101,11.400000,61.994938,
101,5.700000,30.997469,
101,15.200000,85.023567,
101,7.600000,42.511784,
101,7.600000,42.511784,
101,13.300000,74.395622,
101,3.800000,19.657921,
101,15.200000,78.631683,
101,6.650000,34.401360,
101,4.750000,24.572399,
101,7.600000,41.358334,
101,11.400000,62.037498,
101,3.800000,18.020212,
101,8.550000,40.545475,
101,0.950000,4.505053,
101,7.600000,27.855366,
101,5.700000,24.025505,
101,7.600000,32.034008,
101,11.400000,48.051010,
101,7.600000,34.683826,
101,12.350000,56.361217,
102,18.049999,104.500000,
102,18.049999,92.482620,
102,10.450000,59.230679,
102,16.150000,91.538322,
102,2.850000,15.621287,
102,14.250000,79.792801,
102,11.400000,63.834244,
102,8.550000,47.875679,
102,17.100000,95.751358,
102,17.100000,75.788788,
102,5.700000,25.262930,
102,13.300000,58.946838,
102,13.300000,63.541321,
102,7.600000,36.309330,
102,4.750000,22.693331,
102,6.650000,31.770660,
102,15.200000,72.618660,
102,12.350000,59.002659,
102,10.450000,57.289841,
102,2.850000,15.624501,
102,17.100000,93.747002,
102,5.700000,31.249002,
102,0.950000,5.208167,
102,0.950000,5.208167,
102,8.550000,35.235729,
102,6.650000,27.405565,
102,5.700000,23.490486,
102,6.650000,27.405565,
102,10.450000,46.433578,
102,2.850000,12.663703,
102,0.000000,0.000000,
102,9.500000,42.212345,
102,10.450000,46.433578,
102,17.100000,75.982216,
102,13.300000,59.097279,
102,0.000000,0.000000,
102,12.350000,54.876049,
102,8.550000,37.991108,
102,9.500000,44.432037,
102,8.550000,39.988831,
102,19.950001,93.307281,
102,19.000000,88.864075,
102,1.900000,8.886408,
102,1.900000,8.886408,
102,8.550000,39.988831,
102,5.700000,26.659222,
102,7.600000,35.545631,
102,3.800000,19.103390,
102,5.700000,28.655085,
102,10.450000,52.534325,
102,12.350000,62.086018,
102,4.750000,23.879238,
102,12.350000,64.236755,
102,7.600000,39.530312,
102,6.650000,34.589020,
102,8.550000,45.911114,
102,5.700000,30.607410,
102,18.049999,96.923462,
102,12.350000,66.316055,
102,10.450000,49.831783,
102,10.450000,54.685135,
102,13.300000,76.882942,
103,13.300000,77.000000,
103,6.650000,38.500000,
103,15.200000,83.937027,
103,11.400000,60.523075,
103,8.550000,36.995121,
103,13.300000,66.933868,
103,3.800000,19.123964,
103,6.650000,33.673508,
103,12.350000,62.536514,
103,7.600000,38.484009,
103,7.600000,40.201237,
103,10.450000,55.276699,
103,0.000000,0.000000,
103,7.600000,34.037407,
103,5.700000,26.452084,
103,6.650000,30.860765,
103,8.550000,42.677761,
103,8.550000,42.677761,
103,15.200000,75.871574,
103,7.600000,37.935787,
103,5.700000,28.451839,
103,12.350000,61.645657,
103,5.700000,28.451839,
103,12.350000,65.484215,
103,19.950001,105.782196,
103,8.550000,45.335224,
103,5.700000,30.223482,
103,12.350000,65.484215,
103,13.300000,60.231392,
103,6.650000,30.115696,
103,10.450000,47.324669,
103,5.700000,25.813454,
103,9.500000,43.022423,
103,13.300000,60.231392,
103,1.900000,8.604485,
103,17.100000,94.042900,
103,1.900000,10.449211,
103,2.850000,16.401274,
103,6.650000,38.269638,
103,8.550000,49.203819,
103,7.600000,43.736729,
103,1.900000,10.934182,
103,7.600000,43.736729,
103,12.350000,71.105812,
103,9.500000,54.696781,
103,2.850000,16.409033,
103,4.750000,27.348391,
103,8.550000,49.227100,
103,6.650000,35.136971,
103,2.850000,15.058702,
103,18.049999,95.371773,
103,1.900000,10.464449,
103,5.700000,31.393345,
103,12.350000,68.018913,
103,7.600000,41.857796,
103,7.600000,41.857796,
103,2.850000,15.696672,
103,8.550000,48.549950,
103,4.750000,26.972195,
103,12.350000,70.127708,
103,5.700000,32.366634,
103,5.700000,32.825081,
103,8.550000,49.499748,
104,11.400000,57.041451,
104,5.700000,29.776266,
104,3.800000,20.666344,
104,8.550000,48.931480,
104,8.550000,48.931480,
104,9.500000,54.368313,
104,4.750000,27.184156,
104,13.300000,72.833130,
104,9.500000,54.267822,
104,1.900000,10.853564,
104,4.750000,27.133911,
104,13.300000,65.515488,
104,6.650000,32.757744,
104,5.700000,28.078066,
104,12.350000,60.835812,
104,8.550000,42.944412,
104,10.450000,52.487617,
104,4.750000,23.858007,
104,9.500000,47.716015,
104,11.400000,59.435459,
104,6.650000,34.670685,
104,13.300000,69.341370,
104,8.550000,44.576595,
104,7.600000,39.623642,
104,11.400000,63.977833,
104,18.049999,101.298233,
104,8.550000,47.983372,
104,6.650000,37.320400,
104,9.500000,53.314861,
104,14.250000,79.972290,
104,1.900000,10.662972,
104,19.000000,106.629723,
104,8.550000,47.983372,
104,7.600000,37.831554,
104,18.049999,89.849937,
104,13.300000,66.205215,
104,8.550000,42.560497,
104,0.950000,4.728944,
104,4.750000,23.644722,
104,11.400000,56.747330,
104,7.600000,37.831554,
104,23.750000,120.396881,
104,13.300000,67.422249,
104,1.900000,9.631751,
104,11.400000,57.790504,
104,14.250000,72.238129,
104,12.350000,63.787453,
104,10.450000,53.973999,
104,5.700000,29.440361,
104,18.049999,98.654366,
104,10.450000,57.115685,
104,11.400000,62.308018,
104,9.500000,51.923347,
104,0.000000,0.000000,
104,2.850000,15.577004,
104,9.500000,42.210407,
104,8.550000,37.989365,
104,11.400000,50.652485,
104,15.200000,67.536652,
104,17.100000,75.978729,
104,6.650000,31.178858,
104,19.000000,89.082451,
105,13.300000,63.994057,
105,5.700000,18.644737,
105,6.650000,37.778065,
105,2.850000,15.758971,
105,5.700000,24.452122,
105,7.600000,32.602829,
105,10.450000,44.828892,
105,8.550000,39.624004,
105,18.049999,83.650673,
105,8.550000,39.624004,
105,12.350000,57.234673,
105,10.450000,48.429340,
105,13.300000,68.278969,
105,3.800000,19.508278,
105,18.049999,99.655952,
105,7.600000,41.960403,
105,5.700000,31.470301,
105,6.650000,36.715351,
105,15.200000,83.920807,
105,4.750000,26.225252,
105,13.300000,73.430702,
105,4.750000,20.427670,
105,0.000000,0.000000,
105,18.049999,77.625145,
105,10.450000,44.940876,
105,9.500000,40.855339,
105,18.049999,77.625145,
105,19.950001,96.180550,
105,4.750000,22.900131,
105,8.550000,41.220234,
105,9.500000,45.800262,
105,10.450000,50.380287,
105,2.850000,13.740078,
105,14.250000,68.700394,
105,7.600000,38.805359,
105,4.750000,24.253349,
105,5.700000,29.104019,
105,8.550000,43.656029,
105,8.550000,43.656029,
105,17.100000,87.312057,
105,0.000000,0.000000,
105,13.300000,58.669697,
105,8.550000,37.716232,
105,8.550000,37.716232,
105,5.700000,17.246635,
105,3.800000,11.497758,
105,5.700000,17.246635,
105,4.750000,14.372197,
105,4.750000,14.372197,
105,13.300000,48.664261,
105,4.750000,17.380093,
105,3.800000,13.904076,
105,7.600000,30.072309,
105,3.800000,15.036155,
105,8.550000,33.831345,
105,0.950000,4.696117,
105,8.550000,42.265053,
105,6.650000,32.872818,
105,9.500000,52.864567,
105,15.200000,79.069542,
106,4.750000,27.500000,
106,7.600000,43.307610,
106,13.300000,74.821228,
106,8.550000,46.503071,
106,5.700000,32.089409,
106,1.900000,10.696469,
106,9.500000,53.482346,
106,8.550000,49.426338,
106,18.049999,104.344490,
106,11.400000,65.901787,
106,5.700000,32.950893,
106,7.600000,36.644878,
106,5.700000,27.483658,
106,3.800000,18.322439,
106,5.700000,27.483658,
106,0.950000,4.580610,
106,15.200000,73.289757,
106,17.100000,82.450974,
106,23.750000,124.556686,
106,8.550000,44.840405,
106,19.000000,99.645348,
106,6.650000,34.875870,
106,13.300000,70.673897,
106,7.600000,40.385086,
106,11.400000,60.577629,
106,9.500000,50.481358,
106,5.700000,30.288815,
106,18.049999,95.914581,
106,18.049999,95.914581,
106,0.000000,0.000000,
106,8.550000,48.348713,
106,13.300000,75.209106,
106,10.450000,59.092873,
106,12.350000,66.378487,
106,5.700000,30.636223,
106,2.850000,15.318111,
106,15.200000,81.696594,
106,9.500000,51.060371,
106,13.300000,71.484520,
106,2.850000,15.318111,
106,13.300000,71.484520,
106,7.600000,34.809231,
106,10.450000,47.862694,
106,7.600000,34.809231,
106,10.450000,47.862694,
106,0.000000,0.000000,
106,18.049999,94.147865,
106,7.600000,39.641209,
106,9.500000,49.551506,
106,8.550000,44.596355,
106,18.049999,94.147865,
106,8.550000,44.596355,
106,11.400000,59.461807,
106,7.600000,39.641209,
106,4.750000,25.310225,
106,5.700000,30.372269,
106,11.400000,60.744537,
106,11.400000,60.744537,
106,3.800000,20.248180,
106,9.500000,39.226357,
106,8.550000,35.303719,
106,8.550000,35.303719,
106,12.350000,50.994263,
106,8.550000,35.500530,
106,8.550000,35.500530,
106,10.450000,43.389538,
106,11.400000,47.334042,
106,6.650000,27.611523,
106,7.600000,31.556028,
106,12.350000,51.635349,
106,18.049999,75.467041,
106,8.550000,35.747547,
106,5.700000,23.831697,
106,7.600000,36.948673,
106,5.700000,27.711504,
106,14.250000,70.989151,
106,14.250000,70.989151,
107,13.300000,74.773071,
107,12.350000,70.228889,
107,13.300000,72.198151,
107,12.350000,57.290119,
107,18.049999,86.062004,
107,14.250000,67.943687,
107,14.250000,72.814308,
107,10.450000,53.397160,
107,19.950001,101.940025,
107,8.550000,43.688580,
107,7.600000,38.834297,
107,8.550000,43.688580,
107,14.250000,72.814308,
107,8.550000,43.688580,
107,7.600000,38.834297,
107,7.600000,29.307432,
107,13.300000,51.288006,
107,4.750000,18.983591,
107,10.450000,41.763905,
107,10.450000,41.763905,
107,8.550000,34.170464,
107,5.700000,22.780310,
107,5.700000,22.780310,
107,13.300000,53.609013,
107,0.950000,3.829216,
107,15.200000,61.267448,
107,3.800000,15.316862,
107,13.300000,56.480202,
107,14.250000,60.514503,
107,16.150000,68.583107,
107,4.750000,20.171501,
107,18.049999,76.651703,
107,13.300000,59.029362,
107,2.850000,12.649149,
107,4.750000,21.081915,
107,18.049999,80.541985,
107,15.200000,67.824829,
107,0.950000,4.239052,
107,11.400000,50.868622,
107,6.650000,31.334909,
107,3.800000,17.905664,
107,9.500000,44.764160,
107,11.400000,53.716991,
107,12.350000,58.193409,
107,3.800000,19.534439,
107,10.450000,53.719711,
107,7.600000,39.068878,
107,11.400000,62.421471,
107,1.900000,10.403579,
107,16.150000,88.430428,
107,0.000000,0.000000,
107,6.650000,36.412525,
107,18.049999,98.834000,
107,15.200000,83.228630,
107,5.700000,31.372326,
107,7.600000,41.829769,
107,15.200000,83.659538,
107,8.550000,44.274269,
107,12.350000,63.951725,
108,12.350000,71.500000,
108,4.750000,23.440815,
108,13.300000,66.246536,
108,4.750000,24.873009,
108,5.700000,31.789080,
108,6.650000,37.087261,
108,13.300000,67.284637,
108,10.450000,53.938927,
108,4.750000,24.804083,
108,11.400000,59.529800,
108,9.500000,49.608166,
108,1.900000,9.921634,
108,6.650000,35.339523,
108,2.850000,15.145510,
108,1.900000,10.097007,
108,1.900000,10.097007,
108,6.650000,35.339523,
108,8.550000,45.436531,
108,23.750000,134.082764,
108,0.000000,0.000000,
108,6.650000,37.543171,
108,10.450000,58.996418,
108,13.300000,71.463348,
108,19.000000,102.090500,
108,5.700000,30.627150,
108,19.000000,102.090500,
108,18.049999,96.985970,
108,8.550000,47.923363,
108,4.750000,26.624092,
108,0.000000,0.000000,
108,6.650000,37.273727,
108,9.500000,53.248184,
108,7.600000,39.426708,
108,12.350000,64.068398,
108,5.700000,31.979650,
108,15.200000,85.279076,
108,10.450000,58.629364,
108,7.600000,42.639538,
108,8.550000,47.969475,
108,8.550000,42.431355,
108,8.550000,42.431355,
108,8.550000,43.032032,
108,10.450000,52.594711,
108,12.350000,62.157383,
108,12.350000,62.157383,
108,8.550000,43.032032,
108,7.600000,41.014423,
109,3.800000,19.610083,
109,11.400000,50.494919,
109,7.600000,38.719734,
109,18.049999,91.959366,
109,17.100000,71.468697,
109,7.600000,31.763868,
109,9.500000,46.120312,
109,10.450000,38.454704,
109,0.000000,0.000000,
109,17.100000,68.575020,
109,12.350000,49.526409,
109,2.850000,11.429171,
109,11.400000,45.716682,
109,8.550000,35.473251,
109,9.500000,39.414726,
109,10.450000,43.356197,
109,6.650000,27.590307,
109,15.200000,71.501335,
109,6.650000,31.281834,
109,4.750000,22.344168,
109,7.600000,35.750668,
109,7.600000,35.750668,
109,9.500000,44.688335,
109,8.550000,41.386532,
109,0.950000,4.598504,
109,4.750000,22.992519,
109,15.200000,73.576065,
109,17.100000,82.773064,
109,14.250000,68.977554,
109,15.200000,73.576065,
109,5.700000,27.591022,
109,12.350000,68.570122,
109,17.100000,94.943245,
109,4.750000,26.373125,
109,8.550000,47.471622,
109,18.049999,100.217873,
109,6.650000,36.922375,
109,2.850000,15.823874,
109,8.550000,47.471622,
109,12.350000,68.570122,
109,14.250000,79.119377,
109,8.550000,47.471622,
109,7.600000,35.638592,
109,18.049999,84.641655,
109,0.950000,4.454824,
109,7.600000,35.638592,
109,3.800000,19.009346,
109,7.600000,38.018692,
109,17.100000,85.542053,
109,5.700000,28.514017,
109,7.600000,40.975735,
109,9.500000,51.219669,
109,0.000000,0.000000,
109,4.750000,20.711023,
109,12.350000,53.848663,
109,18.049999,78.701889,
109,5.700000,24.853228,
109,9.500000,41.422047,
109,8.550000,37.279842,
109,3.800000,16.568819,
109,19.000000,82.844093,
109,5.700000,24.853228,
109,13.300000,59.347355,
109,2.850000,12.717291,
110,5.700000,23.167980,
110,7.600000,39.046398,
110,6.650000,34.396347,
110,9.500000,41.817574,
110,0.000000,0.000000,
110,2.850000,12.545272,
110,10.450000,45.999332,
110,7.600000,33.454060,
110,7.600000,33.454060,
110,12.350000,66.048233,
110,17.100000,94.935143,
110,18.049999,100.209320,
110,8.550000,47.467571,
110,12.350000,68.564278,
110,11.400000,63.290096,
110,7.600000,43.965054,
110,8.550000,49.460686,
110,17.100000,98.921371,
110,6.650000,38.469421,
110,2.850000,16.486895,
110,5.700000,32.721855,
110,9.500000,54.536423,
110,11.400000,65.443710,
110,16.150000,92.711922,
110,8.550000,49.082779,
110,7.600000,43.629139,
110,15.200000,87.258278,
110,2.850000,15.249943,
110,11.400000,60.999771,
110,18.049999,96.582970,
110,0.000000,0.000000,
110,2.850000,13.793033,
110,13.300000,64.367485,
110,4.750000,22.988388,
110,18.049999,89.248390,
110,4.750000,23.486420,
110,8.550000,42.275551,
110,18.049999,89.248390,
110,10.450000,51.670124,
110,8.550000,34.976280,
110,9.500000,38.862537,
110,13.300000,54.407547,
110,0.000000,0.000000,
110,8.550000,34.976280,
110,13.300000,58.155361,
110,15.200000,71.063446,
110,7.600000,35.531723,
110,4.750000,22.207327,
110,10.450000,50.565884,
110,15.200000,73.550377,
110,5.700000,30.341053,
110,9.500000,50.568424,
110,8.550000,45.511578,
110,3.800000,20.227369,
110,3.800000,18.335331,
110,15.200000,73.341324,
110,18.049999,95.067589,
111,8.550000,49.500000,
111,7.600000,44.000000,
111,4.750000,26.808661,
111,16.150000,89.569420,
111,9.500000,52.687889,
111,9.500000,52.687889,
111,10.450000,49.590931,
111,6.650000,35.456657,
111,7.600000,40.521896,
111,6.650000,35.456657,
111,12.350000,65.848076,
111,7.600000,31.739155,
111,2.850000,11.902183,
111,9.500000,39.673943,
111,5.700000,23.804365,
111,10.450000,46.104992,
111,9.500000,41.913628,
111,7.600000,33.530903,
111,9.500000,41.913628,
111,3.800000,16.765451,
111,9.500000,41.913628,
111,6.650000,29.339539,
111,13.300000,71.980324,
111,9.500000,51.414516,
111,10.450000,56.555969,
111,7.600000,41.131615,
111,6.650000,30.037848,
111,11.400000,51.493454,
111,11.400000,51.493454,
111,5.700000,25.746727,
111,4.750000,21.455606,
111,18.049999,81.531303,
111,18.049999,81.531303,
111,3.800000,17.164486,
111,14.250000,64.366821,
111,6.650000,30.037848,
111,12.350000,61.934063,
111,18.049999,90.519012,
111,7.600000,38.113270,
111,19.000000,95.283173,
111,7.600000,41.560345,
111,9.500000,51.950432,
111,5.700000,31.170258,
111,14.250000,82.451538,
111,12.350000,71.458000,
111,18.049999,104.438606,
111,7.600000,43.974152,
111,8.550000,49.470921,
111,4.750000,25.657015,
111,6.650000,35.919819,
111,1.900000,10.262806,
111,17.100000,93.992493,
111,8.550000,46.996246,
111,9.500000,52.218052,
111,5.700000,31.330830,
111,1.900000,10.443610,
111,23.750000,130.545135,
111,17.100000,93.992493,
111,15.200000,74.805031,
111,2.850000,14.025943,
111,1.900000,9.350629,
111,0.950000,4.675314,
111,9.500000,46.753143,
111,8.550000,42.077827,
111,10.450000,50.699413,
112,7.600000,44.000000,
112,5.700000,26.902580,
112,17.100000,93.266174,
112,8.550000,46.669151,
112,7.600000,41.483692,
112,12.350000,67.654701,
112,3.800000,20.816830,
112,3.800000,19.081097,
112,6.650000,27.901867,
112,4.750000,25.411549,
112,12.350000,66.070030,
112,1.900000,10.164620,
112,15.200000,81.316963,
112,5.700000,30.493858,
112,17.100000,91.481575,
112,5.700000,30.493858,
112,7.600000,40.658482,
112,17.100000,98.643158,
112,10.450000,60.281937,
112,13.300000,76.722458,
112,4.750000,27.400879,
112,13.300000,76.722458,
112,8.550000,49.321579,
112,8.550000,49.321579,
112,5.700000,30.188602,
112,12.350000,65.408646,
112,12.350000,65.408646,
112,5.700000,30.188602,
112,5.700000,30.188602,
112,0.000000,0.000000,
112,9.500000,50.314339,
112,1.900000,9.017445,
112,8.550000,40.578499,
112,7.600000,36.069778,
112,7.600000,36.920341,
112,18.049999,87.685806,
112,17.100000,83.070763,
112,14.250000,69.225639,
112,16.150000,78.455727,
112,4.750000,23.075212,
112,18.049999,92.172653,
112,15.200000,77.619080,
112,2.850000,14.553576,
112,12.350000,68.489067,
112,14.250000,79.025841,
112,7.600000,42.147118,
112,6.650000,36.878723,
112,2.850000,14.695569,
112,10.450000,53.883755,
112,8.550000,44.086704,
112,6.650000,34.289661,
112,8.550000,44.086704,
112,7.600000,39.188187,
112,4.750000,24.492615,
112,0.950000,5.178788,
112,17.100000,93.218170,
112,1.900000,10.357575,
112,4.750000,25.893938,
112,8.550000,46.609085,
112,23.750000,116.897003,
112,9.500000,46.758801,
112,15.200000,80.028122,
113,13.300000,77.000000,
113,5.700000,32.159447,
113,9.500000,53.997566,
113,5.700000,32.460793,
113,6.650000,37.870926,
113,13.300000,75.741852,
113,5.700000,32.460793,
113,10.450000,55.380032,
113,10.450000,55.380032,
113,7.600000,40.276386,
113,7.600000,32.481594,
113,11.400000,60.284378,
113,11.400000,60.284378,
113,3.800000,20.094793,
113,7.600000,43.619148,
113,10.450000,59.976330,
113,2.850000,16.357180,
113,9.500000,50.192478,
113,19.000000,100.384956,
113,3.800000,20.076992,
113,8.550000,45.173229,
113,15.200000,80.307968,
113,3.800000,21.058313,
113,8.550000,47.381203,
113,8.550000,47.381203,
113,7.600000,42.116627,
113,7.600000,38.684170,
113,9.500000,48.355213,
113,17.100000,87.039375,
113,10.450000,53.190735,
113,13.300000,67.697296,
113,9.500000,48.355213,
113,1.900000,9.671042,
113,17.100000,87.039375,
113,10.450000,53.190735,
113,7.600000,40.927963,
113,7.600000,40.927963,
113,3.800000,20.463982,
113,3.800000,20.463982,
113,11.400000,61.391941,
113,11.400000,61.391941,
113,14.250000,80.740700,
113,1.900000,10.765428,
113,11.400000,64.592560,
113,12.350000,67.763031,
113,4.750000,26.062706,
113,18.049999,99.038277,
113,9.500000,52.125412,
113,13.300000,72.975571,
113,17.100000,94.495224,
113,10.450000,58.746155,
113,5.700000,32.043354,
113,7.600000,42.724476,
113,18.049999,101.470627,
113,6.650000,37.383915,
113,5.700000,32.043354,
113,8.550000,48.065033,
113,15.200000,87.366203,
114,8.550000,46.902718,
114,5.700000,32.811535,
114,1.900000,8.844770,
114,3.800000,17.689541,
114,10.450000,51.141899,
114,10.450000,53.495262,
114,5.700000,32.457153,
114,3.800000,21.638103,
114,14.250000,81.142891,
114,17.100000,94.387131,
114,10.450000,57.681026,
114,8.550000,47.193565,
114,2.850000,15.966625,
114,7.600000,42.577667,
114,7.600000,42.577667,
114,8.550000,47.899876,
114,3.800000,21.288834,
114,7.600000,42.577667,
114,10.450000,58.544292,
114,8.550000,47.899876,
114,17.100000,83.677040,
114,5.700000,27.892347,
114,2.850000,13.946174,
114,15.200000,78.016479,
114,3.800000,19.504120,
114,7.600000,39.008240,
114,5.700000,29.256180,
114,6.650000,34.132210,
114,18.049999,98.330383,
114,10.450000,56.928120,
114,7.600000,41.402267,
114,4.750000,25.876417,
114,7.600000,41.402267,
114,13.300000,72.453964,
114,12.350000,60.084961,
114,4.750000,23.109600,
114,2.850000,13.865760,
114,6.650000,32.353439,
114,5.700000,27.731520,
114,2.850000,13.865760,
114,13.300000,64.706879,
114,9.500000,52.966007,
114,7.600000,42.372807,
114,10.450000,58.262611,
114,8.550000,47.669407,
114,3.800000,21.186403,
114,6.650000,35.136383,
114,8.550000,45.175346,
114,7.600000,42.149807,
114,6.650000,34.710934,
114,9.500000,52.397583,
114,6.650000,36.678307,
114,6.650000,33.069439,
114,5.700000,28.345234,
114,11.400000,56.690468,
114,14.250000,70.863091,
114,8.550000,42.517849,
115,9.500000,45.242176,
115,6.650000,31.669521,
115,4.750000,22.621088,
115,18.049999,85.960129,
115,4.750000,23.436193,
115,17.100000,84.370293,
115,13.300000,65.621338,
115,18.049999,89.840988,
115,11.400000,56.741680,
115,7.600000,37.827789,
115,18.049999,89.840988,
115,11.400000,63.156609,
115,4.750000,26.315254,
115,1.900000,10.526102,
115,10.450000,59.959881,
115,9.500000,54.508980,
115,9.500000,54.508980,
115,7.600000,39.102894,
115,13.300000,68.430061,
115,14.250000,73.317924,
115,10.450000,53.766479,
115,3.800000,16.545071,
115,9.500000,41.362679,
115,23.750000,103.406693,
115,8.550000,37.226410,
115,0.950000,4.136268,
115,8.550000,37.226410,
115,8.550000,37.226410,
115,7.600000,35.981186,
115,5.700000,26.985888,
115,6.650000,31.483536,
115,17.100000,80.957657,
115,7.600000,35.981186,
115,6.650000,32.485798,
115,8.550000,41.767456,
115,16.150000,78.894089,
115,2.850000,13.922485,
115,12.350000,60.330772,
115,6.650000,33.287209,
115,23.750000,118.882889,
115,4.750000,23.776579,
115,3.800000,19.021263,
115,7.600000,40.248070,
115,1.900000,10.062017,
115,3.800000,20.124035,
115,3.800000,21.786083,
115,7.600000,43.572166,
115,6.650000,38.125645,
116,5.700000,29.565441,
116,4.750000,24.637867,
116,8.550000,44.348160,
116,11.400000,62.762161,
116,8.550000,48.390575,
116,9.500000,54.180058,
116,1.900000,10.836012,
116,12.350000,67.760406,
116,3.800000,20.849358,
116,7.600000,41.698715,
116,8.550000,46.911049,
116,18.049999,99.034439,
116,7.600000,37.178013,
116,7.600000,37.178013,
116,6.650000,33.500076,
116,13.300000,67.000153,
116,0.950000,4.785726,
116,5.700000,28.714352,
116,8.550000,43.071526,
116,13.300000,53.241669,
116,13.300000,53.241669,
116,15.200000,60.847626,
116,9.500000,38.029766,
116,2.850000,11.408929,
116,6.650000,26.620834,
116,12.350000,49.438694,
116,7.600000,30.423813,
116,8.550000,35.876362,
116,7.600000,31.890102,
116,0.000000,0.000000,
116,13.300000,55.807674,
